ID;Storey;From;From description;To;To Description;Class;Item code;Type;Cable type 2;Length/qty;Calculated length;Plan unit;Diameter;Weight;To parts list;To cable list;Electrotechnical calculations;System;Neutral wire;Protective wire;PEN wire;Space name;Storey description;Occurrences;Occurrence documents;Occurrence count;Dynamic customer ID;From location;From customer ID;To Customer ID;Replacing product;GUID
#_W1322;2korrus;-KK.B215;Ühenduskarp;-KK.B207;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;6576,64154;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1322;;KK.B215;KK.B207;;6478e25a-ecfa-4074-a94c-d6d9c8043294
#_W1321;2korrus;-KK.B216;Ühenduskarp;-KK.B215;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;4894,513805;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1321;;KK.B216;KK.B215;;b73b0291-bd72-46f3-abf1-bb55e5a0bee3
#_W1319;2korrus;-KK.B218;Ühenduskarp;-KK.B217;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5103,590582;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1319;;KK.B218;KK.B217;;b14a65d3-cadc-46b4-821f-c3772a783633
#_W1318;2korrus;-KK.B219;Ühenduskarp;-KK.B218;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;8460,213537;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1318;;KK.B219;KK.B218;;c2c67575-d8f5-438e-ad69-dc6247331a44
#_W1317;2korrus;-KK.B220;Ühenduskarp;-KK.B219;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5330,986518;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B220;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1317;;KK.B220;KK.B219;;051c19da-d5df-41e8-8134-132e2f80a881
#_W1958;2korrus;-KK.B221;Ühenduskarp;-KK.B220;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;8608,087679;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B221;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1958;;KK.B221;KK.B220;;47831728-e696-4697-a4a3-3f919b3dda5e
#_W1307;2korrus;-KK.B222;Ühenduskarp;-KK.B224;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;1073,999863;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1307;;KK.B222;KK.B224;;a7627312-b8ae-4f9c-839a-65faed6ee042
#_W421;2korrus;-KK.B223;Ühenduskarp;-KK.B226;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5619,980782;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B223;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W421;;KK.B223;KK.B226;;2a352242-c7e3-41f3-96dd-a227f117dc80
#_W1308;2korrus;-KK.B224;Ühenduskarp;-KK.B228;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;6234,742037;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B224;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1308;;KK.B224;KK.B228;;fff28b0a-9268-448d-a325-8e4062196f13
#_W422;2korrus;-KK.B226;Ühenduskarp;-KK.B227;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;1555,904602;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B226;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W422;;KK.B226;KK.B227;;1b55500d-ae90-4141-9405-bbfddb498947
#_W1313;2korrus;-KK.B230;Ühenduskarp;-KK.B236;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;3166,714042;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;L.3.3;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1313;;KK.B230;KK.B236;;a21f9434-1a32-4773-ad73-23e026824dc5
#_W1516;2korrus;-KK.B230;Ühenduskarp;-KK.B237;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;6329,096348;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;L.3.3;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1516;;KK.B230;KK.B237;;eeba0e81-25d9-4c9e-a8e0-b9cb12724a3e
#_W1315;2korrus;-KK.B232;Ühenduskarp;-KK.B231;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2696,91407;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B232;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1315;;KK.B232;KK.B231;;441547cb-0e8f-4cf2-8e16-951f16248d2e
#_W1314;2korrus;-KK.B236;Ühenduskarp;-KK.B232;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;3232,246855;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B236;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1314;;KK.B236;KK.B232;;67cabe79-15ad-4326-bfa0-d64e35f88e42
#_W1517;2korrus;-KK.B237;Ühenduskarp;-KK.B229;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5070,31941;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B237;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1517;;KK.B237;KK.B229;;64632254-e244-433a-9ee2-d18fa886258d
#_W1331;2korrus;-KK.B247;Ühenduskarp;-KK.B250;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2755,703301;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B247;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1331;;KK.B247;KK.B250;;121a748b-ec14-4538-805c-efff5679d8bb
#_W1333;2korrus;-KK.B249;Ühenduskarp;-KK.B267;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;4629,592627;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B249;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1333;;KK.B249;KK.B267;;544bc55a-8f9f-4adf-ad41-14bb613dfce7
#_W1340;2korrus;-KK.B253;Ühenduskarp;-KK.B251;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;3519,145014;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B253;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1340;;KK.B253;KK.B251;;6266aed9-c983-422e-8de9-c91560d2f660
#_W1339;2korrus;-KK.B254;Ühenduskarp;-KK.B253;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2518,742122;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B254;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1339;;KK.B254;KK.B253;;13ddd161-3603-4855-acf4-8d83d0a87be9
#_W1338;2korrus;-KK.B259;Ühenduskarp;-KK.B254;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;14130,66658;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B259.1;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1338;;KK.B259;KK.B254;;b10a15b7-c3d4-4d82-a265-7ea7382a3b02
#_W1337;2korrus;-KK.B264;Ühenduskarp;-KK.B259;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;4133,564661;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;L.3.2.3;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1337;;KK.B264;KK.B259;;3bd0440b-671d-47a1-9807-004a60a44419
#_W1335;2korrus;-KK.B266;Ühenduskarp;-KK.B248;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;3326,84646;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B266;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1335;;KK.B266;KK.B248;;3288b369-fb2e-4b73-bbad-1b4d2edfef36
#_W1334;2korrus;-KK.B267;Ühenduskarp;-KK.B266;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;1741,768313;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B267;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1334;;KK.B267;KK.B266;;4dffb54d-89cf-4e52-9528-2301a27fcb89
#_W1343;2korrus;-KK.B268;Ühenduskarp;-KK.B269;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5002,961053;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;L.K2.5;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1343;;KK.B268;KK.B269;;51f86d4a-06ef-4fea-83bb-d80be0f4b701
#_W1344;2korrus;-KK.B269;Ühenduskarp;-KK.B270;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;1701,097108;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B269;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1344;;KK.B269;KK.B270;;e4276469-1256-41dd-b04e-d23027839053
#_W1345;2korrus;-KK.B270;Ühenduskarp;-KK.B271;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5055,042566;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B270;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1345;;KK.B270;KK.B271;;d71bb945-5e86-4c4e-9eb0-bb77af507d4d
#_W1347;2korrus;-KK.B272;Ühenduskarp;-KK.B273;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;4180,649215;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B272;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1347;;KK.B272;KK.B273;;abea1531-4cc1-4bd4-91cc-c0a73245d157
#_W1348;2korrus;-KK.B273;Ühenduskarp;-KK.B275;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;4327,262229;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B273;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1348;;KK.B273;KK.B275;;e65b6810-19ca-460d-bea2-59a982064630
#_W1349;2korrus;-KK.B275;Ühenduskarp;-KK.B276;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2138,891474;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B275;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1349;;KK.B275;KK.B276;;b48be990-7cab-433d-9919-4b58cab3e1fc
#_W1677;2korrus;-KK.B277;Ühenduskarp;-KK.B276;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;8935,324932;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B277;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1677;;KK.B277;KK.B276;;48950de6-92e1-404a-a0c1-b302e91fe631
#_W1420;2korrus;-KK.B280;Ühenduskarp;-KK.B279;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5738,843715;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B280;2. korrus;TRUE;VMHT_TP_EAH-5-012_2k-aut.drw;1;#_W1420;;KK.B280;KK.B279;;06656332-b3aa-40f2-9ebf-3e80a87b79ac
#_W1148;3korrus;-KK.B302;Ühenduskarp;-KK.B303;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2537,951894;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B302;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#_W1148;;KK.B302;KK.B303;;e0913c9d-7ffa-4865-9c1f-0d6fa479911c
#_W1149;3korrus;-KK.B303;Ühenduskarp;-KK.B304;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;6713,221795;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B303;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#_W1149;;KK.B303;KK.B304;;2d5daf12-bb93-4bb7-8ebb-0573220a4775
#_W1150;3korrus;-KK.B304;Ühenduskarp;-KK.B305;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;1527,152863;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B304;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#_W1150;;KK.B304;KK.B305;;00cd7c47-3318-4cc7-9865-7ab0941b73ae
#_W1151;3korrus;-KK.B305;Ühenduskarp;-KK.B306;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;1274,870171;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B305;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#_W1151;;KK.B305;KK.B306;;e80e0e41-2631-49c8-a988-d745621a64ac
#_W1166;3korrus;-KK.B310;Ühenduskarp;-KK.B315;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5016,114768;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B310;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#_W1166;;KK.B310;KK.B315;;e4ea1e47-8d5a-4b47-af42-c9461278fc15
#_W1196;3korrus;-KK.B315;Ühenduskarp;-KK.B313;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;6859,288929;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B315;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#_W1196;;KK.B315;KK.B313;;8553c483-618a-4a4e-86a2-f805534797c6
#_W1165;3korrus;-KK.B316;Ühenduskarp;-KK.B310;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;1449,389699;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B316;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#_W1165;;KK.B316;KK.B310;;c27aaefa-ccbf-4796-8f4d-4c1ef97f6a96
#_W1139;3korrus;-KK.B322;Ühenduskarp;-KK.B321;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2884,218633;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B322;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#_W1139;;KK.B322;KK.B321;;bed9a649-39f9-4e08-98f3-8200ba737fb7
#_W1121;3korrus;-KK.B323;Ühenduskarp;-KK.B322;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;7791,798792;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B323;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#_W1121;;KK.B323;KK.B322;;715e66a7-dc35-4791-ae93-15696bf40b5e
#_W1162;3korrus;-KK.B325;Ühenduskarp;-KK.B323;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;4316,542694;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B325;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#_W1162;;KK.B325;KK.B323;;a7a5fda5-3c01-4782-b703-05fc83ed5d3d
#_W1161;3korrus;-KK.B326;Ühenduskarp;-KK.B325;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;1936,749147;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B326;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#_W1161;;KK.B326;KK.B325;;3a4484d4-38ec-47ec-ac5f-988e7f5ce7ad
#1_W116;3korrus;-KK.B326;Ühenduskarp;-#1_ED1;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;8192,039274;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B326;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#1_W116;;KK.B326;#1_ED1;;99c52809-ee65-498c-810b-1f9bd830c814
#_W1169;3korrus;-KK.B339;Ühenduskarp;-KK.B337;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5481,628507;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B339;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#_W1169;;KK.B339;KK.B337;;c2ef3c53-c0dd-4963-ac59-5bf0315d5484
#_W1168;3korrus;-KK.B340;Ühenduskarp;-KK.B339;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5633,818881;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B340;3. korrus;TRUE;VMHT_TP_EAH-5-013_3k-aut.drw;1;#_W1168;;KK.B340;KK.B339;;21e13e58-7a0a-4a77-bcfe-0bded5634144
#_W924;4korrus;-KK.B402;Ühenduskarp;-KK.B401;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5858,523018;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B402;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W924;;KK.B402;KK.B401;;e616fe86-3437-407d-92c6-9a8638cbcf44
#_W923;4korrus;-KK.B403;Ühenduskarp;-KK.B402;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2483,513733;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B403;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W923;;KK.B403;KK.B402;;4c31d3e4-9fce-400f-a02a-94230d083f20
#_W922;4korrus;-KK.B404;Ühenduskarp;-KK.B403;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5849,861411;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B404;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W922;;KK.B404;KK.B403;;e4520275-3932-4472-8500-a7f7cac649da
#_W921;4korrus;-KK.B405;Ühenduskarp;-KK.B404;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2406,511449;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B405;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W921;;KK.B405;KK.B404;;cd1f8910-100a-40a5-9439-9fc2da5a33da
#_W919;4korrus;-KK.B407;Ühenduskarp;-KK.B406;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5755,251891;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B407;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W919;;KK.B407;KK.B406;;2669f812-b6ab-4c64-9d4a-f02555961d35
#_W918;4korrus;-KK.B408;Ühenduskarp;-KK.B407;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;4326,581544;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B408;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W918;;KK.B408;KK.B407;;f3cbe4ac-2342-4738-8965-862bfd1ac5fd
#_W916;4korrus;-KK.B410;Ühenduskarp;-KK.B409;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2257,705715;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B410;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W916;;KK.B410;KK.B409;;897b60fd-9253-4452-8daf-83757e3746d8
#_W915;4korrus;-KK.B411;Ühenduskarp;-KK.B410;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5573,884251;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B411;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W915;;KK.B411;KK.B410;;2517d9d1-2fdc-4591-8ea8-d06812298ac6
#_W914;4korrus;-KK.B412;Ühenduskarp;-KK.B411;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2501,538044;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B412;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W914;;KK.B412;KK.B411;;76124c93-ac1d-4d0f-a25f-128b46eb4072
#_W926;4korrus;-KK.B413;Ühenduskarp;-KK.B414;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2379,332096;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B413;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W926;;KK.B413;KK.B414;;7632059e-8e73-4cf8-b8cc-087f5d514dc5
#_W229;4korrus;-KK.B414;Ühenduskarp;-KK.B415;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5600,951309;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B414;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W229;;KK.B414;KK.B415;;0005bcc0-e16d-4bee-a4f0-7bb5751061b3
#_W928;4korrus;-KK.B415;Ühenduskarp;-KK.B416;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2425,095898;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B415;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W928;;KK.B415;KK.B416;;94b57cdd-2ca5-4ebc-8844-47d250120c90
#_W929;4korrus;-KK.B416;Ühenduskarp;-KK.B417;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5659,7834;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B416;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W929;;KK.B416;KK.B417;;5dc3b898-b65a-4923-a04b-061648290b49
#_W930;4korrus;-KK.B417;Ühenduskarp;-KK.B418;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2452,251794;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B417;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W930;;KK.B417;KK.B418;;65dc4eba-caa6-4553-9d1e-bc8aace053f8
#_W1061;4korrus;-KK.B419;Ühenduskarp;-KK.B464;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;17011,63202;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B419;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W1061;;KK.B419;KK.B464;;c6d14f29-8df4-4d81-8b8f-1bad3ba2bcca
#_W956;4korrus;-KK.B420;Ühenduskarp;-KK.B419;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;5715,207501;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B420;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W956;;KK.B420;KK.B419;;07960219-286d-4444-a699-3d37125b7e47
#_W955;4korrus;-KK.B421;Ühenduskarp;-KK.B420;Ühenduskarp;Installatsioonikaabel;20235967;XPJ-HF C-Pro 3G2,5;3G2,5;0;2418,840268;m;8,8;141;FALSE;TRUE;TRUE;T810_C;TRUE;TRUE;FALSE;B421;4. korrus;TRUE;VMHT_TP_EAH-5-014_4k-aut.drw;1;#_W955;;KK.B421;KK.B420;;ec9399a1-da55-4231-9d04-e7c979a4fde5
